LocationID	LocationName	Organisation_name	ZIP	adress_town	adress_street	adress_number	state	country	coordinates_east	coordinates_north	dcpLatitude	dcpLongitude	connected_towns	connected_people_2018	total_population	note	report_category
ATTP_3-1084	ARA St. Aegyd am Neuwalde	Marktgemeinde Sankt Aegyd am Neuwalde	3193.0	St. Aegyd am Neuwalde	Kirchenpl.	2	Lower Austria	Austria	569513.0345	444185.9207	47.87484572	15.59965072	St. Aegyd am Neuwalde	813.0	1860.0		general; alps
ATTP_3-109	ARA Haag	Stadtgemeinde Haag	3350.0	Haag	Sparkassestraße	3	Lower Austria	Austria	490292.3366	469089.5168	48.11476059	14.5455746	Haag	3785.0	5569.0		general; alps
ATTP_3-11	ARA AWV Schwechat	Abwasserverband Schwechat	2320.0	Schwechat	Poigenauweg	1	Lower Austria	Austria	638691.069	475510.2649	48.13458342	16.54122212	Hennersdorf, Enzersdorf an der Fischa, Götzendorf an der Leitha, Haslau-Maria Ellend, Ebergassing, Fischamend, Schwechat, Klein-Neusiedl, Leopoldsdorf, Maria-Lanzendorf, Lanzendorf, Rauchenwarth, Schwadorf, Zwölfaxing	48259.0	51848.0		general; alps
ATTP_3-1127	ARA Abwasserreinigung im Waldviertel GmbH	ARIWA Abwasserreinigung im Waldviertel GmbH	1100.0	Wien	Absberggasse	47	Lower Austria	Austria	544174.4004	548569.2232	48.81962203	15.2961284	Waidhofen an der Thaya, Waidhofen an der Thaya-Land	6281.0	6713.0		general; alps
ATTP_3-114	ARA Lackenhof	Marktgemeinde Gaming	3292.0	Gaming	Im Markt	1-3	Lower Austria	Austria	535069.4628	442931.2333	47.87166835	15.1387964	Gaming	240.0	3059.0		general; alps
ATTP_3-119	ARA GAV Raum Krems an der Donau	Gemeindeabwasserverband Krems an der Dou	3500.0	Krems an der Donau	An der Schütt	50	Lower Austria	Austria	572488.5041	502759.9782	48.40074745	15.66287141	Gföhl, Gedersdorf, Dürnstein, Krems an der Donau, Senftenberg, Rohrendorf bei Krems, Stratzing, Weißenkirchen in der Wachau, Furth bei Göttweig, Paudorf, Mautern an der Donau, Bergern im Dunkelsteinerwald, Rossatz-Arnsdorf, Grafenegg, Straß im Straßertale, Mühldorf, Spitz, Hohenwarth-Mühlbach a.M.	55917.0	58410.0		general; alps
ATTP_3-120	ARA GAV Wolkersdorf - Pillichsdorf - Großengersdorf	Gemeindeabwasserverband Wolkersdorf-Pillichsdorf-Großengersdorf	2120.0	Wolkersdorf im Weinviertel	Hauptstraße	28	Lower Austria	Austria	638898.0641	500390.4954	48.35812465	16.55786071	Großengersdorf, Wolkersdorf im Weinviertel, Pillichsdorf	9397.0	9887.0		general; alps
ATTP_3-121	ARA Deutsch-Wagram	Stadtgemeinde Deutsch-Wagram	2232.0	Deutsch-Wagram	Bahnhofstraße	1a	Lower Austria	Austria	639172.2603	493176.2414	48.29318461	16.55752283	Aderklaa, Deutsch-Wagram	8709.0	8997.0		general; alps
ATTP_3-122	ARA Marchegg	Stadtgemeinde Marchegg	2293.0	Breitensee	Hauptplatz	30	Lower Austria	Austria	666439.9196	489955.3639	48.25349768	16.92269968	Marchegg	2908.0	2991.0		general; alps
ATTP_3-124	ARA GAV Oberes Urltal	Gemeindeabwasserverband Oberes Urltal	3352.0	St. Peter in der Au-Markt	Hofgasse	6	Lower Austria	Austria	502306.9154	462986.3644	48.05807063	14.70550696	Biberbach, Wolfsbach, Ertl, Weistrach, St. Peter in der Au, Aschbach-Markt, Seitenstetten	9185.0	20196.0		general; alps
ATTP_3-125	ARA Hollenstein an der Ybbs	Gemeinde Hollenstein an der Ybbs	3343.0	Hollenstein an der Ybbs	Walcherbauer	2	Lower Austria	Austria	507366.1757	435466.0323	47.80970511	14.7665889	Hollenstein an der Ybbs	1364.0	1703.0		general; alps
ATTP_3-127	ARA Ziersdorf	Marktgemeinde Ziersdorf	3710.0	Ziersdorf	Hauptplatz	1	Lower Austria	Austria	592730.8744	517605.8567	48.52843462	15.94288034	Ziersdorf, Hohenwarth-Mühlbach a.M., Heldenberg	3695.0	6026.0		general; alps
ATTP_3-128	ARA Wallsee-Sindelburg	Marktgemeinde Wallsee-Sindelburg	3313.0	Wallsee	Marktplatz	2	Lower Austria	Austria	503434.9489	475211.1508	48.16784673	14.7235708	Wallsee-Sindelburg	1399.0	2168.0		general; alps
ATTP_3-130	ARA Waidhofen an der Ybbs	Magistrat Waidhofen/Ybbs (Stadt Waidhofen/Ybbs)	3340.0	Waidhofen an der Ybbs	Oberer Stadtplatz	28	Lower Austria	Austria	506516.8272	453439.5343	47.97151833	14.75964451	Waidhofen an der Ybbs	8651.0	11261.0		general; alps
ATTP_3-132	ARA AV Raum Korneuburg	Abwasserverband Raum Korneuburg	2100.0	Korneuburg	Donaulände	22	Lower Austria	Austria	622286.321	496867.1958	48.33243404	16.33198561	Korneuburg, Leobendorf, Bisamberg, Hagenbrunn, Spillern, Leitzersdorf	25112.0	28619.0		general; alps
ATTP_3-134	ARA GAV Marchfeld	Gemeindeabwasserverband Marchfeld	2231.0	Strasshof an der Nordbahn	Bahnhofstraße	22	Lower Austria	Austria	646413.7048	489684.5071	48.25906324	16.65304062	Gänserndorf, Schönkirchen-Reyersdorf, Strasshof an der Nordbahn, Glinzendorf, Großhofen, Markgrafneusiedl	11566.0	25211.0		general; alps
ATTP_3-135	ARA Weikendorf	Marktgemeinde Weikendorf	2253.0	Weikendorf	Rathauspl.	1	Lower Austria	Austria	655441.7677	499517.9368	48.34390204	16.78040997	Weikendorf	2011.0	2029.0		general; alps
ATTP_3-136	ARA VG Ravelsbach - Maissau	Marktgemeinde Ravelsbach	3720.0	Ravelsbach	Hauptplatz	5	Lower Austria	Austria	588487.4713	520268.6073	48.55363732	15.88663246	Ravelsbach, Maissau	2848.0	3525.0		general; alps
ATTP_3-137	ARA Allentsteig	Stadtgemeinde Allentsteig	3804.0	Allentsteig	Hauptstraße	23	Lower Austria	Austria	546751.7258	537801.9973	48.72223219	15.32745856	Allentsteig	1875.0	1808.0		general; alps
ATTP_3-141	ARA Ardagger-Markt	Marktgemeinde Ardagger	3321.0	Ardagger	Ardagger Markt	58	Lower Austria	Austria	511387.7855	477423.6928	48.18641995	14.83106977	Ardagger	2128.0	3540.0		general; alps
ATTP_3-142	ARA Groß-Enzersdorf	Stadtgemeinde Groß-Enzersdorf	2301.0	Groß-Enzersdorf	Rathausstr.	5	Lower Austria	Austria	638885.7387	480439.3864	48.17881474	16.54657213	Groß-Enzersdorf, Raasdorf	11459.0	12064.0		general; alps
ATTP_3-145	ARA AV Oberes Perschlingtal	Abwasserverband Oberes Perschlingtal	3140.0	Mauterheim	Haselgrund	1	Lower Austria	Austria	579932.4067	484926.179	48.23835878	15.75587522	Kapelln, Kasten bei Böheimkirchen, Böheimkirchen, Stössing, Pyhra, Michelbach, Kirchstetten	9726.0	15308.0		general; alps
ATTP_3-146	ARA Hoheneich	Marktgemeinde Hoheneich	3945.0	Hoheneich	Marktplatz	91	Lower Austria	Austria	523632.6103	543067.6627	48.7744844	15.01482918	Hoheneich	1393.0	1415.0		general; alps
ATTP_3-147	ARA Strengberg	Gemeinde Strengberg	3314.0	Strengberg	Markt	10	Lower Austria	Austria	499718.37	472722.66	48.14605027	14.67302353	Strengberg	1254.0	2091.0	ang_Politische.Gemeinden UND ang_Katastralgemeinden leer; GKZ manuell ergaenzt	general; alps
ATTP_3-15	ARA Gresten	Marktgemeinde Gresten	3264.0	Gresten	Badgasse	1	Lower Austria	Austria	526018.9864	456084.8691	47.99180232	15.02162212	Gresten, Gresten-Land	2368.0	3456.0		general; alps
ATTP_3-150	ARA Stockerau	Stadtgemeinde Stockerau	2000.0	Stockerau	Josef Wolfik-Straße	1	Lower Austria	Austria	614497.1298	502331.886	48.38420852	16.22972454	Leitzersdorf, Stockerau	17850.0	18199.0		general; alps
ATTP_3-152	ARA GAV Mittleres Rußbachtal	Gemeindeabwasserverband Mittleres Rußbachtal	2123.0	Hautzendorf	Hauptstraße	80	Lower Austria	Austria	634372.4862	504209.3807	48.39411838	16.49892701	Hochleithen, Kreuttal, Ulrichskirchen-Schleinbach, Kreuzstetten, Wolkersdorf im Weinviertel	6697.0	14025.0		general; alps
ATTP_3-154	ARA Wildendürnbach	Gemeinde Wildendürnbach	2164.0	Wildendürnbach	Wildendürnbach	95	Lower Austria	Austria	631911.4336	544334.5966	48.7556112	16.48768869	Wildendürnbach	1600.0	1564.0		general; alps
ATTP_3-157	ARA Rabensburg	Marktgemeinde Rabensburg	2274.0	Rabensburg	Hauptstraße	24	Lower Austria	Austria	663435.596	533038.0825	48.64184645	16.90894799	Rabensburg	1090.0	1107.0		general; alps
ATTP_3-159	ARA Poysdorf	Stadtgemeinde Poysdorf	2170.0	Poysdorf	Josefsplatz	1	Lower Austria	Austria	647012.0991	533453.8988	48.65216053	16.68650914	Poysdorf	5159.0	5528.0		general; alps
ATTP_3-1608	ARA Prellenkirchen - Potzneusiedl	Marktgemeinde Prellenkirchen	2472.0	Prellenkirchen	Hauptpl.	7	Lower Austria	Austria	669914.0228	467074.9018	48.04644201	16.95509585	Prellenkirchen, Potzneusiedl	1557.0	2211.0		general; alps
ATTP_3-1610	ARA Gaming	Marktgemeinde Gaming	3292.0	Gaming	Im Markt	1-3	Lower Austria	Austria	533977.6912	450511.5541	47.94007391	15.12653698	Gaming	2038.0	3059.0	ang_Politische.Gemeinden UND ang_Katastralgemeinden leer; GKZ manuell ergaenzt	general; alps
ATTP_3-162	ARA AV Pielachtal	Abwasserverband Pielachtal	3386.0	Hafnerbach	Pfaffing	24	Lower Austria	Austria	560904.5383	481419.9544	48.21187786	15.49843403	Bischofstetten, Hürm, Hofstetten-Grüu, Kirchberg an der Pielach, Loich, Rabenstein an der Pielach, Neidling, Ober-Grafendorf, Weinburg, Gerersdorf, Haunoldstein, St. Margarethen an der Sierning, Hafnerbach, Markersdorf-Haindorf, Karlstetten, Prinzersdorf	22302.0	30183.0		general; alps
ATTP_3-166	ARA GAV Kleinharraserbach	Gemeindeabwasserverband Kleinharraserbach	2223.0	Hohenruppersdorf	Obere Hauptstraße	4	Lower Austria	Austria	643225.7856	511816.8131	48.45918293	16.62274066	Gaweinstal, Matzen-Raggendorf, Hohenruppersdorf	1621.0	7672.0		general; alps
ATTP_3-167	ARA Untersiebenbrunn	Gemeinde Untersiebenbrunn	2284.0	Untersiebenbrunn	Hauptstraße	16	Lower Austria	Austria	654465.6225	488826.5131	48.24821139	16.76089519	Untersiebenbrunn	1720.0	1760.0		general; alps
ATTP_3-1701	ARA Litschau	Stadtgemeinde Litschau	3874.0	Litschau	Stadtpl.	25	Lower Austria	Austria	525241.1982	562075.5626	48.94506198	15.04238945	Litschau	1545.0	2252.0		general; alps
ATTP_3-176	ARA Ybbsitz	Marktgemeinde Ybbsitz	3341.0	Ybbsitz	Markt	1	Lower Austria	Austria	513406.9527	450120.3358	47.94049084	14.85106695	Ybbsitz	2220.0	3411.0		general; alps
ATTP_3-180	ARA Hainbuch Dorf an der Enns	Gemeinde Haidershofen	4431.0	Haidershofen	Vestenthal	8	Lower Austria	Austria	485153.995	467610.0663	48.10215185	14.4762627	Haidershofen	1861.0	3664.0		general; alps
ATTP_3-182	ARA AV Oberes Schwarzatal	Abwasserverband Oberes Schwarzatal	2640.0	Gloggnitz	Alois Orth-Allee	12	Lower Austria	Austria	597255.7123	422868.4811	47.67530037	15.96079431	Gloggnitz, Breitenstein, Enzenreith, Reichenau an der Rax, Payerbach, Semmering, Prigglitz, Schottwien	13276.0	14452.0		general; alps
ATTP_3-184	ARA Alland	Marktgemeinde Alland	2534.0	Alland	Hauptstraße	176	Lower Austria	Austria	606329.1366	463906.187	48.0414504	16.10103608	Alland, Klausen-Leopoldsdorf	3801.0	4228.0		general; alps
ATTP_3-187	ARA St. Valentin	Stadtgemeinde St.Valentin	4300.0	St. Valentin	Hauptpl.	7	Lower Austria	Austria	489542.7704	476394.2907	48.18056971	14.53702273	St. Valentin, Ernsthofen	8761.0	11554.0		general; alps
ATTP_3-189	ARA Wasser- und AV Münchendorf	Wasser- und Abwasserverband Münchendorf	2482.0	Münchendorf	Sonnenweg	5	Lower Austria	Austria	628085.4622	464537.6871	48.03979723	16.39300428	Münchendorf	2859.0	2965.0		general; alps
ATTP_3-194	ARA Petronell-Carnuntum	Marktgemeinde Petronell-Carnuntum	2404.0	Petronell	Kirchenpl.	1	Lower Austria	Austria	662880.503	474592.3932	48.11690748	16.86540898	Petronell-Carnuntum	1257.0	1248.0		general; alps
ATTP_3-2	ARA GAV Fischatal	Gemeindeabwasserverband Fischatal	2440.0	Gramatneusiedl	Bahnstraße	2A	Lower Austria	Austria	636189.6674	463146.1588	48.02437085	16.50086823	Mitterndorf an der Fischa, Reisenberg, Gramatneusiedl, Moosbrunn	5807.0	9874.0		general; alps
ATTP_3-212	ARA Dürnkrut	Marktgemeinde Dürnkrut	2263.0	Dürnkrut	Schlossplatz	1	Lower Austria	Austria	660836.7827	513460.1783	48.46700902	16.86166406	Dürnkrut	2250.0	2228.0		general; alps
ATTP_3-214	ARA Erholungszentrum Lassee	Marktgemeinde Lassee	2291.0	Lassee	Obere Hauptstraße	4	Lower Austria	Austria	662267.7147	486013.3466	48.21979191	16.86414896	Lassee	500.0	2848.0		general; alps
ATTP_3-219	ARA Obersiebenbrunn	Marktgemeinde Obersiebenbrunn	2283.0	Obersiebenbrunn	Hauptplatz	11	Lower Austria	Austria	651587.447	490570.0132	48.26501434	16.72319083	Obersiebenbrunn	1680.0	1703.0		general; alps
ATTP_3-220	ARA Orth an der Dou	Marktgemeinde Orth an der Dou	2304.0	Orth an der Donau	Am Markt	26	Lower Austria	Austria	651941.9232	477343.0256	48.14600332	16.72020367	Orth an der Donau	2067.0	2111.0		general; alps
ATTP_3-221	ARA AV Sulzbach	Abwasserverband Sulzbach	2244.0	Spannberg	Hauptplatz	18	Lower Austria	Austria	656898.0687	513086.5914	48.46524679	16.80821874	Velm-Götzendorf, Spannberg, Sulz im Weinviertel	3827.0	2960.0		general; alps
ATTP_3-234	ARA Bischofstetten	Gemeinde Bischofstetten	3232.0	Bischofstetten	Kirchenplatz	3	Lower Austria	Austria	558969.121	471763.07	48.12552119	15.46882835	Bischofstetten	1165.0	1197.0		general; alps
ATTP_3-243	ARA Hürm	Marktgemeinde Hürm	3383.0	Hürm	Kilber Straße	3	Lower Austria	Austria	555188.853	475100.8769	48.15645893	15.41925469	Hürm	826.0	1818.0		general; alps
ATTP_3-244	ARA GAV Unteres Zayatal	Gemeindeabwasserverband Unteres Zayatal	2183.0	Neusiedl an der Zaya	Bahnstraße	5a	Lower Austria	Austria	657994.9668	527000.1025	48.58982198	16.83150122	Ringelsdorf-Niederabsdorf, Palterndorf-Dobermannsdorf, Hauskirchen, Neusiedl an der Zaya	5082.0	5085.0		general; alps
ATTP_3-25	ARA GAV Ebenfurth-Pottendorf	Gemeindeabwasserverband Ebenfurth-Pottendorf	2486.0	Pottendorf	Alte Spinnerei	1	Lower Austria	Austria	629251.1335	450264.6502	47.91107853	16.40107891	Ebenfurth, Pottendorf	6221.0	10339.0		general; alps
ATTP_3-253	ARA Lengenfeld	Marktgemeinde Lengenfeld	3552.0	Lengenfeld	Langenloiser Str.	13	Lower Austria	Austria	568804.4476	510996.1897	48.47577965	15.61639255	Lengenfeld	1426.0	1403.0		general; alps
ATTP_3-254	ARA Neudorf bei Staatz	Marktgemeinde Neudorf im Weinviertel	2135.0	Neudorf im Weinviertel	Hauptplatz	1	Lower Austria	Austria	631284.6742	540610.0675	48.72237075	16.47712368	Neudorf bei Staatz	1439.0	1415.0		general; alps
ATTP_3-255	ARA Sitzendorf an der Schmida	Marktgemeinde Sitzendorf an der Schmida	3714.0	Sitzendorf an der Schmida	Hauptplatz	20	Lower Austria	Austria	591788.2374	521982.688	48.56806273	15.93210241	Sitzendorf an der Schmida, Maissau	2823.0	4088.0		general; alps
ATTP_3-269	ARA Schrattenthal	Stadtgemeinde Schrattenthal	2073.0	Obermarkersdorf	Obermarkersdorf	36	Lower Austria	Austria	588707.4111	540629.6639	48.73659683	15.89870613	Schrattenthal, Zellerndorf	959.0	3320.0		general; alps
ATTP_3-275	ARA Au am Leithaberge	Marktgemeinde Au am Leithaberge	2451.0	Au am Leithaberge	Hauptplatz	10	Lower Austria	Austria	640526.7739	453164.24	47.93304387	16.55344049	Au am Leithaberge	924.0	938.0		general; alps
ATTP_3-286	ARA Yspertal	Marktgemeinde Yspertal	3683.0	Yspertal	Hauptstraße	9	Lower Austria	Austria	528165.763	487871.3129	48.27725625	15.05983568	Yspertal	1344.0	1986.0		general; alps
ATTP_3-287	ARA GV Abwasser Kirnberg - Texingtal	Gemeindeabwasserverband Kirnberg-Texingtal	3241.0	Kirnberg an der Mank	Hauptstraße	1	Lower Austria	Austria	547900.9058	466113.5625	48.07735213	15.318221	Kirnberg an der Mank, Texingtal	1508.0	2734.0		general; alps
ATTP_3-29	ARA Baden	Stadtgemeinde Baden	2500.0	Baden	Hauptplatz	1	Lower Austria	Austria	618667.8366	459154.894	47.99467011	16.26404074	Baden, Pfaffstätten	26084.0	29482.0		general; alps
ATTP_3-296	ARA Ottenschlag	Marktgemeinde Ottenschlag	3631.0	Ottenschlag	Oberer Markt	22	Lower Austria	Austria	538478.032	505184.9772	48.4308087	15.20437213	Ottenschlag	879.0	992.0		general; alps
ATTP_3-3	ARA Melk	Stadtgemeinde Melk	3390.0	Melk	Rathauspl.	11	Lower Austria	Austria	548703.2572	483666.1755	48.23501513	15.33504912	Schönbühel-Aggsbach, Melk, Schollach	5559.0	7568.0		general; alps
ATTP_3-301	ARA AV Oberes Russbachtal	Abwasserverband Oberes Rußbachtal	2114.0	Großrußbach	Hauptstraße	31	Lower Austria	Austria	628788.6991	509338.1727	48.44223391	16.426324	Großrußbach, Harmannsdorf, Ernstbrunn, Kreuttal	3728.0	10901.0		general; alps
ATTP_3-305	ARA Kilb	Marktgemeinde Kilb	3233.0	Kilb	Marktplatz	4	Lower Austria	Austria	555018.3903	469420.5305	48.10541861	15.41492087	Kilb	1358.0	2537.0		general; alps
ATTP_3-32	ARA Klosterneuburg	Stadtgemeinde Klosterneuburg	3400.0	Klosterneuburg	Rathausplatz	1	Lower Austria	Austria	623043.4318	492643.3087	48.29420464	16.33998943	Klosterneuburg	24821.0	27368.0		general; alps
ATTP_3-322	ARA Gars am Kamp	Marktgemeinde Gars am Kamp	3571.0	Gars am Kamp	Hauptplatz	82	Lower Austria	Austria	571449.4052	523800.7457	48.59019335	15.65733035	Gars am Kamp, Rosenburg-Mold	3330.0	4378.0		general; alps
ATTP_3-330	ARA GV Horn für Abwasserbeseitigung	Gemeindeverband Horn für Abwasserbeseitigung	3580.0	Horn	Taffatal	6	Lower Austria	Austria	571918.3959	531744.9975	48.66148501	15.66691613	Altenburg, Brunn an der Wild, St. Bernhard-Frauenhofen, Horn, Irnfritz-Messern, Röhrenbach	11259.0	11358.0		general; alps
ATTP_3-34	ARA GV Abwasserbeseitigung Raum Bad Vöslau	Gemeindeverband Abwasserbeseitigung Raum Bad Vöslau	2540.0	Bad Vöslau	Wienerstraße	10	Lower Austria	Austria	617160.3207	456239.7883	47.96897231	16.24238878	Schönau an der Triesting, Bad Vöslau, Kottingbrunn, Leobersdorf, Berndorf, Enzesfeld-Lindabrunn, Pottenstein, Furth an der Triesting, Weissenbach an der Triesting, Hernstein, Hirtenberg	47269.0	49408.0		general; alps
ATTP_3-345	ARA Pulkau	Stadtgemeinde Pulkau	3741.0	Pulkau	Rathauspl.	1	Lower Austria	Austria	587538.7158	536497.6743	48.69980132	15.88098508	Pulkau	1390.0	1548.0		general; alps
ATTP_3-346	ARA Zellerndorf	Marktgemeinde Zellerndorf	2051.0	Zellerndorf	Zellerndorf	288	Lower Austria	Austria	595480.3617	536772.9383	48.69988724	15.98895013	Zellerndorf	2334.0	2449.0		general; alps
ATTP_3-347	ARA GAV Haugsdorf-Pernersdorf	Gemeindeabwasserverband Haugsdorf-Pernersdorf	2054.0	Haugsdorf	Laaerstraße	12	Lower Austria	Austria	602580.0555	537689.5899	48.70590701	16.08579149	Haugsdorf, Pernersdorf	2551.0	2597.0		general; alps
ATTP_3-350	ARA GAV Enzersfeld-Hagenbrunn	Gemeindeabwasserverband Enzersfeld-Hagenbrunn	2202.0	Enzersfeld	Hauptstraße	36	Lower Austria	Austria	630084.5181	499935.5203	48.35726083	16.43875405	Enzersfeld im Weinviertel, Hagenbrunn	2949.0	3953.0		general; alps
ATTP_3-355	ARA Hadersdorf	Marktgemeinde Hadersdorf-Kammern	3493.0	Hadersdorf am Kamp	Landsknechtplatz	1	Lower Austria	Austria	576498.4056	508567.7985	48.45187063	15.71941793	Hadersdorf-Kammern	1993.0	1981.0		general; alps
ATTP_3-36	ARA Ebreichsdorf	Stadtgemeinde Ebreichsdorf	2483.0	Ebreichsdorf	Rathausplatz	1	Lower Austria	Austria	629930.2925	457102.6239	47.97230655	16.41378312	Ebreichsdorf	10762.0	11084.0		general; alps
ATTP_3-365	ARA Hohenberg	Marktgemeinde Hohenberg	3192.0	Hohenberg	Markt	1	Lower Austria	Austria	569859.2202	450311.6047	47.9298415	15.60667119	Hohenberg	1351.0	1519.0		general; alps
ATTP_3-369	ARA AV Gölsental	Abwasserverband Gölsental	3170.0	Hainfeld	Hauptstraße	5	Lower Austria	Austria	571399.2208	464033.695	48.05282929	15.63270518	Rohrbach an der Gölsen, Kleinzell, Hainfeld, St. Veit an der Gölsen	8131.0	10115.0		general; alps
ATTP_3-37	ARA Moosbrunn	Gemeinde Moosbrunn	2440.0	Moosbrunn	Hauptplatz	9	Lower Austria	Austria	633905.5408	462316.0949	48.0177421	16.46981292	Moosbrunn	1659.0	1808.0		general; alps
ATTP_3-38	ARA Traiskirchen	Stadtgemeinde Traiskirchen	2514.0	Traiskirchen	Hauptpl.	13	Lower Austria	Austria	621900.4589	463326.8319	48.03107082	16.3094747	Traiskirchen, Pfaffstätten	20828.0	22513.0		general; alps
ATTP_3-380	ARA Altlichtenwarth	Gemeinde Altlichtenwarth	2144.0	Altlichtenwarth	Florianigasse	150	Lower Austria	Austria	654555.6413	533176.1798	48.64669628	16.78863719	Altlichtenwarth	779.0	785.0		general; alps
ATTP_3-382	ARA Bernhardsthal	Marktgemeinde Bernhardsthal	2275.0	Bernhardsthal	Hauptstraße	65	Lower Austria	Austria	660852.383	538714.51	48.69390829	16.87743636	Bernhardsthal	829.0	1585.0		general; alps
ATTP_3-385	ARA Bockfliess	Marktgemeinde Bockfließ	2213.0	Bockfließ	Hauptstraße	56	Lower Austria	Austria	642001.671	500425.4765	48.35727437	16.59973293	Bockfließ	1345.0	1330.0		general; alps
ATTP_3-386	ARA Großebersdorf	Marktgemeinde Großebersdorf	2203.0	Großebersdorf	Münichsthaler Straße	27	Lower Austria	Austria	632351.7629	500235.5251	48.3591391	16.46949287	Großebersdorf	2270.0	2219.0		general; alps
ATTP_3-387	ARA Großharras	Marktgemeinde Großharras	2034.0	Großharras	Großharras	145	Lower Austria	Austria	614998.5463	533952.3759	48.66824716	16.25251283	Großharras	676.0	1109.0		general; alps
ATTP_3-390	ARA Ottenthal	Gemeinde Ottenthal	2163.0	Ottenthal	Ottenthal	194	Lower Austria	Austria	638489.2273	546109.3157	48.76912524	16.57808482	Ottenthal	568.0	541.0		general; alps
ATTP_3-391	ARA Wilfersdorf	Marktgemeinde Wilfersdorf	2193.0	Wilfersdorf	Marktplatz	12-16	Lower Austria	Austria	648105.2475	527755.6846	48.60053458	16.69798835	Wilfersdorf	2197.0	2161.0		general; alps
ATTP_3-396	ARA AV Breitenfurt - Laab	Marktgemeinde Breitenfurt	2384.0	Breitenfurt bei Wien	Hirschentanzstraße	3	Lower Austria	Austria	614151.1168	474760.2418	48.13647622	16.21128217	Breitenfurt bei Wien, Laab im Walde	6906.0	6997.0		general; alps
ATTP_3-398	ARA Gumpoldskirchen	Marktgemeinde Gumpoldskirchen	2352.0	Gumpoldskirchen	Schrannenplatz	1	Lower Austria	Austria	620679.9226	463677.803	48.03464483	16.29329548	Gumpoldskirchen	3820.0	3914.0		general; alps
ATTP_3-402	ARA Laxenburg	Marktgemeinde Laxenburg	2361.0	Laxenburg	Schlossplatz	7 - 8	Lower Austria	Austria	626060.7425	467610.5382	48.06813316	16.36747194	Laxenburg	2839.0	2869.0		general; alps
ATTP_3-403	ARA Mödling	Stadtgemeinde Mödling	2340.0	Mödling	Pfarrgasse	9	Lower Austria	Austria	623166.7404	470619.8157	48.09619353	16.33021387	Gaaden, Biedermannsdorf, Brunn am Gebirge, Wienerwald, Gießhübl, Hinterbrühl, Maria Enzersdorf, Mödling, Vösendorf, Wiener Neudorf	63439.0	71794.0		general; alps
ATTP_3-404	ARA Vösendorf	Marktgemeinde Vösendorf	2331.0	Vösendorf	Schloßplatz	1	Lower Austria	Austria	625222.389	473080.0307	48.11759314	16.35908339	Vösendorf	6606.0	7205.0		general; alps
ATTP_3-408	ARA AV Grimmenstein-Edlitz-Thomasberg	Abwasserverband Edlitz-Grimmenstein-Thomasberg	2840.0	Grimmenstein	Wechselbundesstraße	16	Lower Austria	Austria	610132.9695	418101.8956	47.62840209	16.1299436	Edlitz, Grimmenstein, Thomasberg	2774.0	3491.0		general; alps
ATTP_3-42	ARA Pyhra	Marktgemeinde Pyhra	3143.0	Pyhra	Hauptstraße	13	Lower Austria	Austria	575723.8216	476105.3087	48.16021091	15.69562302	Pyhra	2199.0	3532.0		general; alps
ATTP_3-421	ARA AV Mittleres Schwarzatal	Abwasserverband Mittleres Schwarzatal	2630.0	Ternitz	Doblerstraße	2	Lower Austria	Austria	603541.1978	427892.2765	47.71853202	16.0468087	Altendorf, Buchbach, Grafenbach-St. Valentin, Prigglitz, Bürg-Vöstenhof, Wimpassing im Schwarzatale, Ternitz, Puchberg am Schneeberg	21475.0	22406.0		general; alps
ATTP_3-424	ARA GAV Kleines Erlauftal	Gemeindeabwasserverband Kleines Erlauftal	3262.0	Wang	Oberer Markt	1	Lower Austria	Austria	529843.9814	464935.9146	48.07065044	15.07552767	Reinsberg, Randegg, Gresten-Land, Steikirchen am Forst, Wolfpassing, Wang, Waidhofen an der Ybbs	5350.0	20949.0		general; alps
ATTP_3-425	ARA GAV Erlauftal	Gemeindeabwasserverband Erlauftal	3251.0	Purgstall an der Erlauf	Pöchlarner Straße	17	Lower Austria	Austria	534858.687	467028.0231	48.08843678	15.14347231	Scheibbs, Purgstall an der Erlauf, St. Anton an der Jeßnitz	7820.0	10681.0		general; alps
ATTP_3-43	ARA GAV Trumau-Schönau	Gemeindeabwasserverband Trumau-Schöu	2521.0	Trumau	Theodor Körner-Straße	90	Lower Austria	Austria	625344.8434	460620.2213	48.0055453	16.3542273	Günselsdorf, Schönau an der Triesting, Teesdorf, Tattendorf, Blumau-Neurißhof, Oberwaltersdorf, Trumau	16340.0	17327.0		general; alps
ATTP_3-430	ARA Tulln	Stadtgemeinde Tulln an der Dou	3430.0	Tulln an der Donau	Minoritenplatz	1	Lower Austria	Austria	603122.7472	496319.9632	48.3338726	16.07336332	Tulln an der Donau	15376.0	16144.0		general; alps
ATTP_3-433	ARA GAV Südöstliches Tullnerfeld	Gemeindeabwasserverband Südöstliches Tullnerfeld	3441.0	Pixendorf	Bahnhofsring	77	Lower Austria	Austria	597799.2039	491297.0324	48.29038109	15.9992654	Asperhofen, Sieghartskirchen, Langenrohr, Michelhausen, Judeu-Baumgarten, Würmla	16078.0	19085.0		general; alps
ATTP_3-434	ARA Groß-Siegharts	Stadtgemeinde Groß-Siegharts	3812.0	Groß Siegharts	Schloßplatz	1	Lower Austria	Austria	553174.183	546554.7503	48.79940733	15.41791185	Dietmanns, Groß-Siegharts	3476.0	3787.0		general; alps
